entidad,municipio,cabecera,lat,lon,poblacion_total,poblacion_femenina,poblacion_masculina,pob_0_14,pob_15_64,pob_65_mas,grado_escolaridad,pea,pob_lengua_indigena,viviendas_totales,promedio_ocupantes_vivienda,pob_sin_afiliacion_salud
Oaxaca,San Juan Quiotepec,San Juan Quiotepec,17.60076,-96.58816,2033,1026,1007,512,1212,309,6.08,510,1702,1050,3.72,160
Oaxaca,San Juan Sayultepec,San Juan Sayultepec,17.45348,-97.28474,879,475,404,266,504,109,9.11,286,15,403,3.51,141
Oaxaca,San Juan Tabaá,San Juan Tabaá,17.30519,-96.2071,1241,646,595,336,733,172,7.44,448,1048,473,3.74,222
Oaxaca,San Juan Tamazola,Llano de la Canoa,17.09371,-97.21905,3325,1709,1616,1116,1734,475,6.72,1182,1415,1799,3.37,480
Oaxaca,San Juan Teita,San Juan Teita,17.09526,-97.41431,544,284,260,127,301,116,6.29,101,298,283,3.28,27
Oaxaca,San Juan Teitipac,San Juan Teitipac,16.9344,-96.60851,2668,1392,1276,656,1547,465,5.88,1082,273,1271,3.53,590
Oaxaca,San Juan Tepeuxila,San Pedro Cuyaltepec,17.77018,-96.79008,2692,1304,1388,750,1578,364,6.57,803,1702,1365,3.22,327
Oaxaca,San Juan Teposcolula,San Juan Teposcolula,17.55061,-97.42458,1494,771,723,370,888,236,7.83,637,22,824,3.47,316
Oaxaca,San Juan Yaeé,San Juan Yaeé,17.42909,-96.28385,1426,739,687,373,857,196,6.56,601,1317,787,3.11,195
Oaxaca,San Juan Yatzona,San Juan Yatzona,17.40242,-96.16924,440,243,197,128,253,59,6.48,160,410,189,3.31,131
Oaxaca,San Juan Yucuita,San Juan Yucuita,17.51225,-97.27036,643,338,305,127,394,122,8.73,254,8,352,3.35,122
Oaxaca,San Juan de los Cués,San Juan de los Cués,18.04693,-97.05966,2421,1237,1184,663,1440,318,7.53,970,662,932,3.35,640
Oaxaca,San Juan del Estado,San Juan del Estado,17.27353,-96.79927,2807,1465,1342,713,1756,338,8.09,1199,19,925,3.84,1267
Oaxaca,San Juan del Río,San Juan del Río,16.88253,-96.16047,1372,721,651,263,882,227,6.05,567,1134,733,3.1,547
Oaxaca,San Juan Ñumí,Sabinillo,17.4532,-97.78879,5773,3155,2618,1620,3416,737,6.31,1881,5151,3219,3.44,1363
Oaxaca,San Lorenzo,San Lorenzo,16.39426,-97.87484,5903,3101,2802,1782,3579,542,6.3,2166,4033,2099,3.59,1129
Oaxaca,San Lorenzo Albarradas,San Lorenzo Albarradas,16.90723,-96.25965,2971,1466,1505,771,1830,370,6.28,1115,497,1261,3.52,539
Oaxaca,San Lorenzo Cacaotepec,San Lorenzo Cacaotepec,17.12936,-96.802,18339,9480,8859,4389,12558,1380,10.42,9651,665,6479,3.67,7049
Oaxaca,San Lorenzo Cuaunecuiltitla,San Lorenzo Cuaunecuiltitla,18.20645,-96.91306,833,402,431,299,447,87,5.5,263,659,329,4.05,88
Oaxaca,San Lorenzo Texmelúcan,El Arador,16.54091,-97.1817,9148,5031,4117,3613,5040,495,5.44,1191,8185,2025,5.5,975
Oaxaca,San Lorenzo Victoria,San Lorenzo Victoria,17.66836,-98.12027,932,454,478,245,498,189,6.02,219,22,597,3.25,374
Oaxaca,San Lucas Camotlán,San Lucas Camotlán,16.94316,-95.71314,3187,1648,1539,941,1977,269,5.91,773,2934,964,3.97,191
Oaxaca,San Lucas Ojitlán,San Lucas Ojitlán,18.0575,-96.39776,22185,11569,10616,7003,13380,1791,6.91,10808,17256,6085,4.1,4551
Oaxaca,San Lucas Quiaviní,San Lucas Quiaviní,16.8948,-96.46809,1720,992,728,335,1106,279,5.12,661,1586,725,3.87,1028
Oaxaca,San Lucas Zoquiápam,San Isidro Zoquiápam,18.0981,-96.92849,7163,3720,3443,2419,3955,789,5.64,2590,5842,3070,3.63,920
Oaxaca,San Luis Amatlán,San Esteban Amatlán,16.50383,-96.54975,3829,2036,1793,1107,2222,500,5.65,1207,33,1817,3.49,829
Oaxaca,San Marcial Ozolotepec,San Marcial Ozolotepec,16.08926,-96.40589,1372,742,630,505,754,113,5.24,409,1212,642,4.01,84
Oaxaca,San Marcos Arteaga,San Marcos Arteaga,17.7196,-97.86114,1568,834,734,399,882,287,6.43,518,41,911,3.49,723
Oaxaca,San Martín Huamelúlpam,Totonundoo,17.41397,-97.58322,1000,532,468,230,591,179,8.2,426,22,664,2.91,113
Oaxaca,San Martín Itunyoso,San Martín Itunyoso,17.22902,-97.88148,2749,1498,1251,959,1545,245,5.96,437,2221,969,4.45,789
Oaxaca,San Martín Lachilá,San Martín Lachilá,16.61086,-96.84937,1034,569,465,258,600,176,6.63,361,13,488,3.2,514
Oaxaca,San Martín Peras,San Martín Peras,17.36051,-98.23844,12436,6582,5854,5034,6244,1158,3.48,2245,11233,4678,5.36,3448
Oaxaca,San Martín Tilcajete,San Martín Tilcajete,16.85895,-96.69557,1975,1053,922,498,1259,218,8.51,801,25,670,4.15,861
Oaxaca,San Martín Toxpalan,San Martín Toxpalan,18.10072,-97.05903,3934,2043,1891,1204,2351,379,7.66,1566,1104,1403,3.74,1002
Oaxaca,San Martín Zacatepec,San Martín Zacatepec,17.80795,-98.06086,1324,660,664,387,743,194,6.13,381,18,637,3.65,380
Oaxaca,San Martín de los Cansecos,San Martín de los Cansecos,16.65648,-96.72901,994,522,472,272,605,117,7.47,455,11,356,3.94,391
Oaxaca,San Mateo Cajonos,San Mateo Cajonos,17.16178,-96.20898,611,314,297,171,336,104,5.96,167,445,271,3.39,80
Oaxaca,San Mateo Etlatongo,San Mateo Etlatongo,17.41484,-97.27174,1239,633,606,298,801,140,7.93,517,21,680,3.25,169
Oaxaca,San Mateo Nejápam,San Mateo Nejápam,17.65559,-98.41699,1217,653,564,401,684,132,5.05,352,8,487,4.03,83
Oaxaca,San Mateo Peñasco,San Pedro el Alto,17.14932,-97.46081,2384,1264,1120,746,1380,258,6.95,995,1856,1132,3.67,495
Oaxaca,San Mateo Piñas,San Mateo Piñas,15.99951,-96.33519,2021,995,1026,526,1158,337,5.48,743,161,1055,3.15,781
Oaxaca,San Mateo Río Hondo,San Mateo Río Hondo,16.14423,-96.44845,3207,1636,1571,915,1930,362,6.66,1144,80,1239,3.78,707
Oaxaca,San Mateo Sindihui,San Mateo Sindihui,17.00423,-97.35123,1977,1045,932,582,1158,237,6.1,446,29,776,3.92,396
Oaxaca,San Mateo Tlapiltepec,San Mateo Tlapiltepec,17.81059,-97.43118,229,118,111,49,143,37,7.08,114,11,197,3.37,18
Oaxaca,San Mateo Yoloxochitlán,San Mateo Yoloxochitlán,18.14367,-96.86841,3831,2026,1805,1256,2279,296,6.97,1264,2354,1383,3.92,638
Oaxaca,San Mateo Yucutindoo,San Mateo Yucutindoo,16.73682,-97.48313,3144,1558,1586,985,1830,329,6.25,904,42,1299,3.44,364
Oaxaca,San Mateo del Mar,San Mateo del Mar,16.2097,-94.98189,15571,7780,7791,5125,9326,1120,6.59,4754,14034,4386,4,2485
Oaxaca,San Melchor Betaza,San Melchor Betaza,17.2524,-96.15436,1052,548,504,248,626,178,5.16,399,939,514,3.19,183
Oaxaca,San Miguel Achiutla,San Miguel Achiutla,17.30625,-97.48937,698,348,350,157,378,163,6.91,252,13,583,2.78,177
Oaxaca,San Miguel Ahuehuetitlán,San Miguel Ahuehuetitlán,17.67135,-98.32085,2142,1109,1033,668,1150,324,4.03,703,1122,1039,4.06,317
Oaxaca,San Miguel Aloápam,San Miguel Aloápam,17.41291,-96.69146,2191,1193,998,603,1328,260,5.86,529,1981,907,3.83,543
Oaxaca,San Miguel Amatitlán,San Lorenzo Vista Hermosa,17.95882,-98.06904,6932,3589,3343,2292,3856,784,6.04,2208,797,2634,4.38,1307
Oaxaca,San Miguel Amatlán,Cuajimoloyas,17.1194,-96.45174,991,518,473,268,600,123,7.1,375,125,592,3.4,317
Oaxaca,San Miguel Chicahua,El Fortín Alto,17.60899,-97.19623,2169,1198,971,717,1169,283,6.51,584,1509,1077,3.31,224
Oaxaca,San Miguel Chimalapa,San Miguel Chimalapa,16.71446,-94.74788,6711,3296,3415,1712,3699,742,6.31,2876,2030,2782,3.32,1343
Oaxaca,San Miguel Coatlán,San Miguel Coatlán,16.19631,-96.69411,3184,1725,1459,1092,1800,292,5.37,1126,386,1518,3.69,379
Oaxaca,San Miguel Ejutla,San Miguel Ejutla,16.58039,-96.73928,1149,613,536,331,700,118,7.22,554,38,455,3.74,420
Oaxaca,San Miguel Huautla,San Miguel Huautla,17.74582,-97.13752,1311,696,615,443,644,224,6.12,519,407,758,3.16,76
Oaxaca,San Miguel Mixtepec,San Miguel Mixtepec,16.7781,-96.95732,3194,1612,1582,1137,1826,231,5.86,859,2560,950,5.04,605
Oaxaca,San Miguel Panixtlahuaca,San Miguel Panixtlahuaca,16.26003,-97.37964,6252,3494,2758,2391,3510,351,5.55,1501,5354,1610,5.09,2007
Oaxaca,San Miguel Peras,San Miguel Peras,16.93792,-97.00997,3818,1996,1822,1331,2163,324,6.54,1012,816,1211,4.31,812
Oaxaca,San Miguel Piedras,San Miguel Piedras,16.99968,-97.2327,1328,692,636,395,761,172,6.83,503,735,541,3.63,235
Oaxaca,San Miguel Quetzaltepec,San Miguel Quetzaltepec,16.97549,-95.76168,7286,3756,3530,2113,4544,629,5.13,2309,6768,2611,3.55,1434
Oaxaca,San Miguel Santa Flor,San Miguel Santa Flor,17.92108,-96.7993,691,330,361,163,387,141,3.63,268,367,440,3.16,69
Oaxaca,San Miguel Soyaltepec,Temascal,18.24037,-96.40358,38682,20070,18612,12092,23210,3365,7,17028,22528,12722,3.7,7346
Oaxaca,San Miguel Suchixtepec,San Miguel Suchixtepec,16.094,-96.46641,2932,1531,1401,795,1843,294,6.98,981,1560,862,4.36,797
Oaxaca,San Miguel Tecomatlán,San Miguel Tecomatlán,17.39404,-97.26799,305,153,152,53,172,80,7.41,129,16,289,2.61,93
Oaxaca,San Miguel Tenango,San Miguel Tenango,16.26732,-95.59252,653,319,334,162,406,85,6.96,201,21,320,2.89,104
Oaxaca,San Miguel Tequixtepec,San Miguel Tequixtepec,17.80286,-97.34166,1044,548,496,292,569,183,6.76,278,3,914,3.28,118
Oaxaca,San Miguel Tilquiápam,San Miguel Tilquiápam,16.78194,-96.58156,3141,1726,1415,1025,1734,382,4.32,1030,2607,1054,4.56,1370
Oaxaca,San Miguel Tlacamama,San Miguel Tlacamama,16.41673,-98.06322,3668,1882,1786,1073,2267,328,7.54,1215,741,1272,3.6,727
Oaxaca,San Miguel Tlacotepec,San Miguel Tlacotepec,17.45362,-98.00724,3100,1668,1432,791,1804,505,6.08,941,381,1652,3.4,1391
Oaxaca,San Miguel Tulancingo,San Miguel Tulancingo,17.75124,-97.44151,307,173,134,56,169,82,6.92,167,33,285,2.98,81
Oaxaca,San Miguel Yotao,San Miguel Yotao,17.37046,-96.33724,585,313,272,155,378,52,6.76,264,541,231,3.28,76
Oaxaca,San Miguel del Puerto,Barra Copalita,15.81768,-96.06262,8551,4283,4268,2390,5356,793,6.34,3791,412,3309,3.59,1849
Oaxaca,San Miguel del Río,San Miguel del Río,17.32166,-96.56922,245,123,122,52,153,40,7.1,72,162,160,3.22,120
Oaxaca,San Miguel el Grande,San Miguel el Grande,17.04674,-97.62217,4313,2305,2008,1120,2641,552,9.04,1944,2071,2879,3.2,571
Oaxaca,San Nicolás,San Nicolás,16.41596,-96.74082,1214,634,580,341,684,189,5.54,423,4,536,3.25,267
Oaxaca,San Nicolás Hidalgo,San Nicolás Hidalgo,17.78292,-98.14258,1043,544,499,300,590,153,6.61,298,2,453,3.88,317
Oaxaca,San Pablo Coatlán,San Francisco Coatlán,16.18665,-96.77153,4308,2201,2107,1331,2519,458,6.65,1263,61,1452,3.91,555
Oaxaca,San Pablo Cuatro Venados,Río Jalapilla,17.01136,-96.88963,1510,792,718,499,873,138,7.21,425,121,502,4.29,531
Oaxaca,San Pablo Etla,Hacienda Blanca,17.13422,-96.77763,17116,9083,8033,4022,11996,1036,11.55,9068,755,7018,3.38,5527
Oaxaca,San Pablo Huitzo,San Pablo Huitzo,17.27737,-96.8845,7035,3717,3318,1707,4510,818,9.81,3465,151,2601,3.7,2632
Oaxaca,San Pablo Huixtepec,San Pablo Huixtepec,16.82674,-96.781,10020,5299,4721,2522,6364,1130,9.09,4904,175,4007,3.73,4560
Oaxaca,San Pablo Macuiltianguis,San Juan Luvina,17.50437,-96.55078,955,477,478,213,522,220,6.89,218,590,533,3.09,65
Oaxaca,San Pablo Tijaltepec,El Porvenir,17.03863,-97.50825,2751,1474,1277,907,1657,187,6.76,582,2511,1523,4.45,146
Oaxaca,San Pablo Villa de Mitla,San Pablo Villa de Mitla,16.92186,-96.36215,13587,7061,6526,3418,8808,1361,7.39,7700,3851,4828,3.75,5415
Oaxaca,San Pablo Yaganiza,San Pablo Yaganiza,17.14608,-96.22957,1125,582,543,304,685,136,6.63,477,900,447,3.48,161
Oaxaca,San Pedro Amuzgos,San Pedro Amuzgos,16.6539,-98.08993,6632,3552,3080,1904,4116,612,6.85,3113,4831,2592,3.51,1688
Oaxaca,San Pedro Apóstol,San Pedro Apóstol,16.73515,-96.72603,1594,847,747,381,966,247,7.76,668,36,809,3.51,329
Oaxaca,San Pedro Atoyac,San Pedro Atoyac,16.48908,-97.98698,4559,2446,2113,1584,2638,337,6.04,1040,3158,1411,4.07,482
Oaxaca,San Pedro Cajonos,San Pedro Cajonos,17.16867,-96.26064,1081,586,495,271,618,192,7.09,442,822,602,2.99,413
Oaxaca,San Pedro Comitancillo,San Pedro Comitancillo,16.4903,-95.15988,4333,2268,2065,952,2770,611,10.75,1853,1789,1927,3.02,400
Oaxaca,San Pedro Coxcaltepec Cántaros,Yododeñe,17.53631,-97.14823,716,382,334,179,382,155,6.45,273,52,512,3.1,124
Oaxaca,San Pedro Huamelula,El Coyul,15.91436,-95.81031,9735,4933,4802,2601,6004,1130,7.55,4623,1516,4181,3.13,1999
Oaxaca,San Pedro Huilotepec,San Pedro Huilotepec,16.24366,-95.15293,3307,1684,1623,944,2099,264,8.22,1407,1375,992,3.81,561
Oaxaca,San Pedro Ixcatlán,San Pedro Ixcatlán,18.14566,-96.51062,10368,5392,4976,3543,5875,950,6.1,2718,8055,3668,3.57,1512
Oaxaca,San Pedro Ixtlahuaca,San Pedro Ixtlahuaca,17.06328,-96.82009,14552,7434,7118,4521,9335,693,8.31,7048,2327,5075,3.93,5681
Oaxaca,San Pedro Jaltepetongo,San Pedro Jaltepetongo,17.68785,-97.03494,483,252,231,126,240,117,5.66,93,380,355,3,12
Oaxaca,San Pedro Jicayán,San Pedro Jicayán,16.45219,-98.0152,11279,6007,5272,3843,6305,1096,6.84,3904,9144,3665,4.19,2900
Oaxaca,San Pedro Jocotipac,San Pedro Jocotipac,17.76856,-97.0802,730,389,341,133,423,174,5.84,335,424,523,2.7,41
Oaxaca,San Pedro Juchatengo,San Pedro Juchatengo,16.34095,-97.08732,1755,913,842,429,1149,177,7.13,602,30,664,3.56,933
Oaxaca,San Pedro Mixtepec,Puerto Escondido,15.8625,-97.0713,49780,25772,24008,13807,32817,3151,8.7,26589,1849,18452,3.57,16722
Oaxaca,San Pedro Mixtepec,San Pedro Mixtepec Distrito 26,16.2718,-96.2828,972,504,468,256,555,161,6.77,180,884,587,3.03,203
Oaxaca,San Pedro Molinos,San Pedro Molinos,17.10464,-97.54112,706,367,339,180,398,128,7.53,278,440,533,3.12,185
Oaxaca,San Pedro Mártir,San Pedro Mártir,16.74449,-96.71222,1899,1032,867,546,1094,259,6.64,764,835,705,3.87,978
Oaxaca,San Pedro Mártir Quiechapa,San Pedro Mártir Quiechapa,16.41523,-96.24754,738,392,346,163,477,98,8.16,229,170,375,3.31,129
Oaxaca,San Pedro Mártir Yucuxaco,San Pedro Mártir Yucuxaco,17.43263,-97.61008,1257,658,599,308,770,179,7.39,448,16,895,2.92,715
Oaxaca,San Pedro Nopala,San Pedro Nopala,17.80629,-97.54131,751,393,358,226,402,123,6.2,347,1,331,3.74,188
Oaxaca,San Pedro Ocopetatillo,San Pedro Ocopetatillo,18.18494,-96.91315,786,438,348,212,439,135,4.91,324,669,390,3.21,78
Oaxaca,San Pedro Ocotepec,San Pedro Ocotepec,16.95542,-95.84675,2404,1208,1196,706,1460,238,6.77,826,2217,694,4.32,25
Oaxaca,San Pedro Pochutla,San Pedro Pochutla,15.74634,-96.46523,48204,24685,23519,14206,30330,3668,7.79,23849,3372,16098,3.79,18655
Oaxaca,San Pedro Quiatoni,San Pedro Quiatoni,16.7832,-96.03155,11930,6149,5781,3504,7468,958,5.66,4074,10793,4499,3.8,2568
Oaxaca,San Pedro Sochiápam,San Pedro Sochiápam,17.82514,-96.6644,5052,2614,2438,1796,2788,468,5.81,1387,4437,1435,4.17,1272
Oaxaca,San Pedro Tapanatepec,San Pedro Tapanatepec,16.36725,-94.19385,15479,7865,7614,4405,9312,1762,7.15,7699,559,5905,3.39,4758
Oaxaca,San Pedro Taviche,San Pedro Taviche,16.63785,-96.5376,1441,750,691,464,883,94,6.21,553,0,389,4.01,320
Oaxaca,San Pedro Teozacoalco,San Pedro Teozacoalco,17.01713,-97.2861,1153,578,575,308,678,167,6.88,382,20,654,3.27,374
Oaxaca,San Pedro Teutila,Santo Domingo del Río,18.03638,-96.54762,4296,2196,2100,1261,2587,447,6.43,1492,796,1508,3.67,546
Oaxaca,San Pedro Tidaá,San Pedro Tidaá,17.34076,-97.37727,982,531,451,262,495,225,6.09,428,348,964,2.84,136
Oaxaca,San Pedro Topiltepec,Santa María Tiltepec,17.46641,-97.35568,373,190,183,70,197,106,6.74,154,7,400,2.85,52
Oaxaca,San Pedro Totolápam,San Pedro Totolápam,16.66644,-96.30191,3294,1657,1637,798,2103,391,7.72,1306,301,1248,3.4,930
Oaxaca,San Pedro Yaneri,San Pedro Yaneri,17.41936,-96.35457,867,449,418,248,542,77,6.82,292,801,432,3.44,86
Oaxaca,San Pedro Yucunama,San Pedro Yucunama,17.561,-97.48259,241,132,109,53,152,36,7.64,101,1,227,3.3,47
Oaxaca,San Pedro Yólox,San Pedro Yólox,17.58844,-96.55158,1697,878,819,418,1029,250,5.79,478,1417,825,3.41,94
Oaxaca,San Pedro el Alto,San Pedro el Alto,16.03362,-96.47372,4654,2398,2256,1694,2647,313,5.34,1454,3097,1516,4.66,679
Oaxaca,San Pedro y San Pablo Ayutla,San Pedro y San Pablo Ayutla,17.02715,-96.07708,5616,3083,2533,1733,3131,752,5.34,2180,4384,2535,3.38,1544
Oaxaca,San Pedro y San Pablo Teposcolula,San Pedro y San Pablo Teposcolula,17.51207,-97.48819,4353,2299,2054,1125,2717,511,9.24,1825,119,2693,3.54,866
Oaxaca,San Pedro y San Pablo Tequixtepec,San Pedro y San Pablo Tequixtepec,18.06066,-97.71785,1747,947,800,340,933,474,6.93,606,290,1536,2.8,360
Oaxaca,San Raymundo Jalpan,San Raymundo Jalpan,16.9704,-96.7555,4105,2186,1919,1044,2816,245,11.07,2102,236,1935,3.18,1199
Oaxaca,San Sebastián Abasolo,San Sebastián Abasolo,16.99468,-96.58886,1999,1051,948,436,1265,298,7.54,954,468,782,3.52,860
Oaxaca,San Sebastián Coatlán,San Sebastián Coatlán,16.20126,-96.82754,2809,1450,1359,890,1648,271,6.57,889,30,1116,3.48,523
Oaxaca,San Sebastián Ixcapa,San Sebastián Ixcapa,16.54367,-98.14449,4188,2154,2034,1198,2498,492,7.53,1434,298,1624,3.45,927
Oaxaca,San Sebastián Nicananduta,San Sebastián Nicananduta,17.5179,-97.68327,1542,838,704,423,874,245,6.26,490,725,952,3.19,250
Oaxaca,San Sebastián Río Hondo,San Sebastián Río Hondo,16.18283,-96.46406,4202,2102,2100,1209,2625,351,7.2,1571,352,1413,4.14,933
Oaxaca,San Sebastián Tecomaxtlahuaca,San Sebastián Tecomaxtlahuaca,17.34586,-98.03117,8192,4283,3909,2173,4918,1101,6.34,4259,2133,4388,3.56,2706
Oaxaca,San Sebastián Teitipac,San Sebastián Teitipac,16.95142,-96.61402,2189,1182,1007,526,1358,305,7.11,835,487,912,3.43,1193
Oaxaca,San Sebastián Tutla,El Rosario,17.04787,-96.68762,16878,9172,7706,3396,12273,1194,12.58,9226,878,6095,3.35,5073
Oaxaca,San Simón Almolongas,San Simón Almolongas,16.40741,-96.71967,2802,1469,1333,767,1639,396,5.55,964,22,1309,3.34,839
Oaxaca,San Simón Zahuatlán,San Simón Zahuatlán,17.82885,-98.00453,4940,2471,2469,1985,2725,230,4.08,848,4368,827,8.29,3120
Oaxaca,San Vicente Coatlán,San Vicente Coatlán,16.38689,-96.84495,3512,1895,1617,1106,2004,402,5.23,809,3004,1377,4.15,996
Oaxaca,San Vicente Lachixío,Ejido el Rincón,16.63473,-97.04015,3227,1767,1460,1094,1903,230,6.44,891,2921,1132,4.49,1282
Oaxaca,San Vicente Nuñú,San Vicente Nuñú,17.45676,-97.44228,449,238,211,91,271,87,7.18,229,4,450,2.97,32
Oaxaca,Santa Ana,Santa Ana,16.34064,-96.71761,2406,1218,1188,723,1431,252,6.52,786,14,862,3.87,741
Oaxaca,Santa Ana Ateixtlahuaca,Santa Ana Ateixtlahuaca,18.21058,-96.90638,477,239,238,118,274,85,5.1,170,410,216,3.36,400
Oaxaca,Santa Ana Cuauhtémoc,Santa Ana Cuauhtémoc,17.98384,-96.7947,681,339,342,176,384,121,5.55,234,280,371,2.92,57
Oaxaca,Santa Ana Tavela,Santa Ana Tavela,16.65465,-95.91157,848,439,409,147,529,172,6.97,275,14,429,3.15,179
Oaxaca,Santa Ana Tlapacoyan,Santa Ana Tlapacoyan,16.744,-96.83708,1958,1033,925,461,1110,387,6.49,759,14,1092,3.18,878
Oaxaca,Santa Ana Yareni,Santa Ana Yareni,17.39779,-96.61078,637,356,281,104,370,163,5.41,177,586,491,2.72,156
Oaxaca,Santa Ana Zegache,Santa Ana Zegache,16.83788,-96.72594,3981,2118,1863,993,2457,531,7.09,1451,941,1487,3.4,1685
Oaxaca,Santa Ana del Valle,Santa Ana del Valle,16.99483,-96.47167,2179,1103,1076,530,1342,307,6.69,830,1451,930,3.61,1349
Oaxaca,Santa Catalina Quierí,Santa Catalina Quierí,16.3222,-96.26586,825,459,366,209,489,127,5.74,270,778,418,3.27,96
Oaxaca,Santa Catarina Cuixtla,Santa Catarina Cuixtla,16.3044,-96.64474,1495,820,675,342,850,303,6.72,645,204,759,3.44,526
Oaxaca,Santa Catarina Ixtepeji,Santa Catarina Ixtepeji,17.26555,-96.5617,2675,1413,1262,626,1707,342,7.68,1071,112,1066,3.47,1089
Oaxaca,Santa Catarina Juquila,Santa Catarina Juquila,16.23701,-97.29247,18654,9673,8981,5994,11409,1251,6.79,8472,5702,5136,4.32,4602
Oaxaca,Santa Catarina Lachatao,Benito Juárez,17.11165,-96.49321,1059,574,485,244,625,190,7.54,437,413,800,2.84,209
Oaxaca,Santa Catarina Loxicha,Santa Catarina Loxicha,16.0695,-96.75487,3676,1947,1729,1341,2020,315,5.91,924,278,1516,4.08,1229
Oaxaca,Santa Catarina Mechoacán,Santa Catarina Mechoacán,16.33443,-97.83603,4582,2344,2238,1245,2943,394,6.38,1755,3853,1430,3.99,1039
Oaxaca,Santa Catarina Minas,Santa Catarina Minas,16.77919,-96.61546,2067,1039,1028,544,1280,243,7.32,786,17,709,3.75,531
Oaxaca,Santa Catarina Quiané,Santa Catarina Quiané,16.88031,-96.74075,2193,1124,1069,553,1377,263,7.93,931,30,896,3.34,291
Oaxaca,Santa Catarina Quioquitani,Santa Catarina Quioquitani,16.31565,-96.28496,456,225,231,141,264,51,6.81,122,342,208,3.56,15
Oaxaca,Santa Catarina Tayata,Santa Catarina Tayata,17.3478,-97.55838,662,346,316,155,399,108,9.03,204,65,411,3.18,134
Oaxaca,Santa Catarina Ticuá,Santa Catarina Ticuá,17.07124,-97.53486,986,558,428,233,530,223,7.05,367,547,1027,2.76,220
Oaxaca,Santa Catarina Yosonotú,Santa Catarina Yosonotú,17.02055,-97.66213,1316,725,591,279,725,312,5.57,388,1033,1258,2.74,69
Oaxaca,Santa Catarina Zapoquila,Santa Catarina Zapoquila,18.06456,-97.60166,403,202,201,96,223,84,6.8,136,2,292,3.17,41
Oaxaca,Santa Cruz Acatepec,Santa Cruz Acatepec,18.16376,-96.87532,1645,872,773,569,930,146,6.33,576,1289,522,3.9,186
Oaxaca,Santa Cruz Amilpas,Santa Cruz Amilpas,17.0587,-96.68402,13200,7010,6190,3257,9239,695,10.7,6820,1997,4275,3.68,4308
Oaxaca,Santa Cruz Itundujia,Zaragoza,16.66882,-97.79291,10860,5680,5180,3353,6374,1133,7.18,3303,1051,4803,3.62,1038
Oaxaca,Santa Cruz Mixtepec,Santa Cruz Mixtepec,16.79244,-96.88241,3720,1928,1792,1068,2242,410,7.36,1306,879,1460,3.84,1055
Oaxaca,Santa Cruz Nundaco,Ojo de Agua,17.13445,-97.7099,2951,1624,1327,950,1684,317,7.19,639,2228,1590,3.72,726
Oaxaca,Santa Cruz Papalutla,Santa Cruz Papalutla,16.95949,-96.58491,2242,1148,1094,558,1392,292,7.28,1093,549,835,3.48,533
Oaxaca,Santa Cruz Tacache de Mina,Santa Cruz Tacache de Mina,17.82766,-98.15079,2940,1552,1388,882,1692,366,7.04,931,4,1350,3.72,515
Oaxaca,Santa Cruz Tacahua,Santa Cruz Tacahua,16.9189,-97.49217,1182,621,561,300,686,196,7.02,232,383,591,3.33,80
Oaxaca,Santa Cruz Tayata,La Estancia,17.39684,-97.55451,595,302,293,158,350,87,7.79,198,3,303,3.36,83
Oaxaca,Santa Cruz Xitla,Santa Cruz Xitla,16.32244,-96.67313,4794,2513,2281,1472,2843,479,5.46,1744,2659,1558,4.22,1365
Oaxaca,Santa Cruz Xoxocotlán,Santa Cruz Xoxocotlán,17.02728,-96.73436,100402,53386,47016,24475,69123,6324,10.87,54175,9089,36225,3.65,37709
Oaxaca,Santa Cruz Zenzontepec,Quinicuena,16.53239,-97.52344,19079,9836,9243,6607,11295,1177,5.8,3516,12253,5483,4.25,840
Oaxaca,Santa Cruz de Bravo,Santa Cruz de Bravo,17.58137,-98.22399,365,195,170,97,191,77,5.99,123,6,244,3.65,14
Oaxaca,Santa Gertrudis,Santa Gertrudis,16.78659,-96.79721,2891,1505,1386,696,1776,419,7.34,1022,15,1250,3.45,790
Oaxaca,Santa Inés Yatzeche,Santa Inés Yatzeche,16.80867,-96.75632,908,486,422,159,600,149,5.07,528,844,370,3.93,41
Oaxaca,Santa Inés de Zaragoza,Santa Inés de Zaragoza,17.2285,-97.15922,1454,760,694,416,686,352,6.49,434,494,1124,2.93,231
Oaxaca,Santa Inés del Monte,Santa Inés del Monte,16.92577,-96.86169,2809,1419,1390,946,1669,194,6.38,928,25,914,4.37,699
Oaxaca,Santa Lucía Miahuatlán,Santa Lucía Miahuatlán,16.18647,-96.61821,3375,1728,1647,1215,1923,237,4.59,726,3099,1371,4.1,697
Oaxaca,Santa Lucía Monteverde,San Sebastián Nopalera,16.94281,-97.77765,6726,3494,3232,1969,3893,861,6.56,1690,3425,3613,3.42,623
Oaxaca,Santa Lucía Ocotlán,Santa Lucía Ocotlán,16.74219,-96.6804,4173,2202,1971,1128,2679,366,5.96,1692,3043,1209,4.06,630
Oaxaca,Santa Lucía del Camino,Santa Lucía del Camino,17.06412,-96.69468,50362,26191,24171,11003,35033,4050,11.45,26838,5865,17626,3.46,17643
Oaxaca,Santa Magdalena Jicotlán,Santa Magdalena Jicotlán,17.80702,-97.47065,81,40,41,11,48,22,7.84,42,1,120,2.7,31
Oaxaca,Santa María Alotepec,Santa María Alotepec,17.0921,-95.85457,2796,1443,1353,684,1762,350,7.37,1007,2509,1156,3.39,498
